temporada|numeroCapitulo|nombreCapitulo|link
23|6|La misión del libro.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|7|El hombre de los pantalones azules.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|8|La solución al diez por ciento.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|9|Fiestas de un futuro pasado.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|10|Políticamente inepto, con Homer Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|11|La red jo-cial.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|12|Moe a todo trapo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|13|La hija también despierta.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|14|¡Por fin se marchan!|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|15|Salida por el badulaque.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|16|Cómo mojé a vuestra madre.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|17|Ellos, Robot.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|18|Cuidado con mi tramposo Bart.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|19|Una cosa divertidísima que Bart no volverá a hacer.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|20|El espía que me enseñó.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|21|La unión de Ned y Edna.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
23|22|Lisa está Gaga.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|1|Ríos de alcohol.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|2|La casa-árbol del terror XXIII.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|3|Aventuras en buscabebés.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|4|Adiós, Abie, adiós.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|5|Penny-Wiseguys.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|6|Un árbol crece en Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|7|El día en que Springfield se enrolló.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|8|A mi chucho, con amor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|9|Homer va a la escuela preparacionista.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|10|Un examen antes de esforzarse.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|11|El cambio de la guarda y custodia.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|12|El amor es una cosa hecha añicos.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|13|Pequeño gran Kirk.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|14|El abuelo, seductor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|15|Ojo morado, por favor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|16|El juicio del caballero oscuro.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|17|¿Qué quieren las mujeres de dibujos animados?|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|18|Fricción en el púlpito.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|19|Licor de riesgo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|20|El fabuloso farsante.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|21|La saga de Carl.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
24|22|Engaños en un tren.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|1|Homerland.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|2|La casa-árbol de terror XXIV.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|3|Cuatro arrepentimientos y un funeral.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|4|Solo se vive una vez.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|5|Un trabajo embarazoso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|6|La niña es de derechas.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|7|Subterfugio amarillo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|8|El blues de la blanca Navidad.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|9|Roba este episodio.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|10|Casada con la masa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|11|Solo para sus ojos.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|12|Diggs.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|13|El hombre que crecía demasiado.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|14|El invierno de su ventura.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|15|La guerra del arte.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|16|No tienes que vivir como un árbitro.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|17|Luca$.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|18|Días de futuro futuro.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|19|Qué esperar cuando Bart está esperando.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|20|Una pieza como yo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|21|Amiga de pago.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
25|22|La medalla amarilla al temor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|1|Payaso triste.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|2|El naufragio de la relación.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|3|Superfranquíciame.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|4|La casa-árbol del terror XXV.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|5|Los polos opuestos se fracturan.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|6|Simpsorama.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|7|Quemado y confuso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|8|Covercraft.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|9|No estaré en casa por Navidad.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|10|El hombre que vino a ser la cena.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|11|El nuevo amigo de Bart.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|12|Musk, caído del cielo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|13|Pisando fuerte y alto.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|14|Mi bella conductora.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|15|La princesa paseada.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|16|Policía del cielo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|17|En busca de Duffman.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|18|Mamá mirona.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|19|Los chicos están bien peleones.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|20|Memo volador.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|21|¡Acos-oh!|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
26|22|Proeza mateatlética.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|1|Sueño de todo hombre.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|2|Investigación cocinilla.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|3|Desahumadas.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|4|Halloween del terror.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|5|La casa-árbol del terror XXVI.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|6|Amiga con derechos.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|7|Lisa con ese.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|8|Senderos de gloria.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|9|Barthood.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|10|Código femenino.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|11|Adolescentes y mutaciones lácteas.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|12|Mucho Apu y menos nueces.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|13|El amor está en el N2-O2-Ar-CO2-Ne-He-CH4.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|14|La mujer del perpetuo engorro.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|15|Lisa, la veterinaria.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|16|Crónicas Margianas.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|17|Una jaula de Burns.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|18|Cómo Lisa recuperó su Marge.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|19|Fland Cañón.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|20|Mensajero por amor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|21|Simprovisado.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
27|22|Naranja es el nuevo amarillo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|1|El circo volandero de Monty Burns.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|2|Amigos y familiares.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|3|La ciudad.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|4|La casa árbol del terror XXVII.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|5|Confía, pero verifica.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|6|Habrá colegas.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|7|Fin de semana loco en la Habana.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|8|Papinegligencia.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|9|El último gran antihéroe.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|10|Pesadilla después de Navikrusty.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|11|El cerdo de Burns.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|12|El gran Gordsby: Primera parte.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|13|El gran Gordsby: Segunda parte.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|14|Fofocarraldo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|15|El pazguato y el sombrero.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|16|Kampamento Krusty.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|17|22 por 30.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|18|El reloj de un padre.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|19|Vida de tunante.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|20|Buscando al Señor Goodbart.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|21|Moho House.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
28|22|Perrovilla.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|1|Los Siervison.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|2|El esplendor de Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|3|El gen silbador.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|4|La casa-árbol del terror XXVIII.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|5|Abuelo, ¿me oyes?|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|6|La del pelo azul ya no es lo que era.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|7|Cantando en la pista.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|8|Opus Lisa.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|9|Perdido.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|10|Ja Ja Land.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|11|El test de Frink.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|12|Homer está donde no está el arte.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|13|Tres escenas y el final de un matrimonio.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|14|Temores de un payaso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|15|Ninguna buena lectura queda impune.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|16|El rey Lear del colchón.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|17|Lisa siente el Blues.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|18|Perdonar y lamentar.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|19|Despedido.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|20|Tira al abuelo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
29|21|La escalera de Flanders.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|1|Bart no ha muerto.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|2|Hotel Desengaño.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|3|A mi manera o autopista al cielo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|4|La casa-árbol del terror XXIX.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|5|Cariño, no puedes conducir mi coche.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|6|Desde Rusia sin amor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|7|Madre dragajadora.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|8|Krusty el Payaso.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|9|Papicus Finch.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|10|Es la temporada 30.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|11|Loco por el juguete.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|12|La niña del bus.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|13|Bailo tan gordo como puedo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|14|El payaso se queda en la película.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|15|101 atenuantes.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|16|Te deseo (ella es muy fuerte).|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|17|Multiplícate y juega.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|18|Bart contra Pica y Rasca.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|19|Las chicas de la banda.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|20|Soy una chica incapaz de decir ¡Jo!|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|21|¡Jo! Canadá.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|22|¿Quién ha sido?|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
30|23|Cristalina persuasión de pelo azul.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|1|El Invierno de nuestro Contenido Rentabilizado.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|2|Hazlo a lo grande o hazlo a lo Homer.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|3|La línea gruesa azul.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|4|La Casa-árbol del terror XXX.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|5|Gorilas en el Mástil.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|6|Marge la Leñadora.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|7|Viviendo La Vida Pura.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|8|Terror en Acción de Gracias.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|9|Todd, Todd, ¿por qué me has abandonado?|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|10|Bobby, Hace Frío Fuera.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|11|Enseña los Dientes.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|12|La Educación Errónea de Lisa Simpson.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|13|Frinkcoin.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|14|Bart el Malo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|15|Screenless.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|16|Ned Está Mejor.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|17|Autopista hacia el pozo.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|18|La Increíble Levedad de Ser un Bebé.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|19|Guerra de Predicadores.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|20|Guerra de Predicadores: Parte 2.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|21|Los Odiosos Niños de Ocho Años.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
31|22|Manías Perrunas.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|1|Burns de incógnito.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|2|Yo, Carumbus.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|3|Now Museum, Now You Don't.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|4|La casa-árbol del terror XXXI.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|5|El picor de las 7 cervezas.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|6|Noticias de podcasts.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|7|Tres sueños frustrados.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|8|Carretera a Cincinnati.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|9|Lo siento, pero no lo siento.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|10|Una Navidad de verano de Springfield para Navidad.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|11|Dad Feelings Limited.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|12|Reina del diario.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|13|Goles de taco.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|14|Héroe de Yokel.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|15|Do Pizza Bots Dream of Electric Guitars.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|16|Manger Things.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|17|Uncut Femmes.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|18|Burger Kings.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|19|Panic on the Streets of Springfield.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|20|Mother and Child Reunion.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|21|The Man from G.R.A.M.P.A.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
32|22|The Last Barfighter.|https://www.starplus.com/es-419/series/los-simpson/3ZoBZ52QHb4x
